sample_id,z,y
1899381,0,3.0110045862398773
3738625,1,2.8590567075190556
2755344,0,4.673817119115241
2181269,0,2.2578989366682642
2486025,0,2.640175389012585
1493461,0,2.5191052635860434
3029493,1,2.8818873862929473
1647111,0,2.711476462698355
2561694,0,4.369670443237201
587633,0,1.8803934368292552
215643,1,3.047908818616686
2211475,1,1.5559262637886164
2759124,0,4.906247115800891
2243148,1,2.5782622434019524
2003880,0,4.997057626834419
3673044,1,3.3093409004722316
2216417,0,4.665050393448239
2254044,0,1.5455736690576782
2472840,0,1.4498619391175096
1168117,0,1.1886795745385705
344574,1,5.067207181849115
683367,1,5.235930956312509
1845977,0,3.0281365142862176
929486,0,4.2947786655178986
2113669,0,0.8515854084247546
1001266,1,2.3684596399114346
2235146,0,4.736355774594407
1969412,1,2.6471307471932413
2170686,0,4.5610240959087305
3240194,0,4.3933666742277
1105567,1,5.040065509075515
3349307,0,1.4318237011000676
1429429,0,2.8795352555635723
3277729,1,4.708309520032261
3416506,0,4.783985598983758
933464,1,4.874756003295318
3651214,1,5.128500361618372
753487,0,2.6219484882445974
3079822,1,4.161159376155657
2567389,1,5.658795302939365
392774,0,5.139322709495423
758608,0,4.2698291415255625
2056690,1,5.180101433134426
853657,0,5.116497019132565
936383,1,2.1127381565543555
725646,1,5.0355629608683214
1602531,0,1.2618018041124253
939173,1,2.916601263463166
1391955,1,2.7149422589287213
3679707,0,2.4967834041902193
2736489,1,1.71356144795123
576542,1,5.314113885906653
586493,1,1.8227879704085848
2123045,0,4.321553996552574
1563870,0,3.2028556005816307
2133338,0,4.592673210561262
1452687,0,4.273771972965058
1719617,0,2.3344818461557524
1056539,0,4.377328792489327
230947,1,2.678863372765996
2723430,0,1.7627800712459545
3000942,1,1.4323573569616785
3019278,0,4.704715384761922
874664,0,2.5008854768245317
341716,0,2.4895562058851377
1978138,0,2.2619005445397717
1369367,0,2.3388147589290775
1535782,0,3.1567541478232357
1887653,1,3.5365554770974486
3497949,0,5.2544488156173434
1055671,0,4.239377487993406
1402381,0,4.470237669914396
1129907,0,1.472997602986213
267486,0,4.771195487000646
2985172,0,3.0265436950891225
2649814,1,5.198182437034383
2417650,1,1.6871996397755453
3357161,0,5.264273735327287
3246476,1,5.656219548436803
1333432,0,4.885713906455919
679246,0,4.2340373551000345
1482349,0,4.646965436643883
1195636,0,0.9984774279702914
877698,0,2.237354336567838
756375,1,4.923159793206511
3437634,1,4.483225782389753
2675692,1,4.592494108159936
1962412,0,1.3911685221543673
2990762,0,2.5781585913547307
692160,0,2.6053396350215503
1812006,1,1.7962584942733844
3137073,0,4.592760247319319
1212790,1,4.7379795260270345
651145,0,4.069268706198466
1500293,0,4.679282161723278
982093,0,4.025768057731715
3466906,0,2.171609555666024
3845315,1,0.9834510823262685
749664,0,4.649783924901689
552090,1,5.26156357888083
1065547,0,2.9104467687514872
552938,1,5.366388863846468
1134283,1,2.617693225365011
2486489,0,4.62927457130373
3454909,0,5.167833735931479
3713861,1,3.685518177400338
541614,1,3.055965247701805
2411889,0,4.53349330234393
3185848,1,4.550970765519625
2974806,1,3.1251202335074963
1440582,0,4.71025085732489
2811932,0,2.920299059714938
458957,0,4.848690946767205
2853976,0,3.296575804921883
2118239,1,5.657867451614706
1959473,1,3.2760443894223736
2421130,1,5.537626433048029
981712,1,1.907791700204723
262511,0,4.827385717406511
280665,0,4.044980724586429
1101739,1,4.978775754118876
3699145,1,3.4316247443544086
2602949,0,5.339692525381441
3946303,1,3.1171449497265873
1774103,1,4.554718100698593
2582893,0,4.79765953704581
1779244,0,2.4718797624025006
3789487,0,4.376263426383208
2829578,0,1.36653960608371
2697749,1,5.1110081635268205
402798,1,4.976241616220773
2273729,1,3.5022575347056915
526704,0,5.180463881221147
511479,0,4.346510118567473
3339474,1,4.993860866614564
2747989,0,2.355619873878966
2575419,0,4.6657120239106895
3372953,0,4.241177062315327
3026010,0,3.8801318374159646
324248,1,2.3156595401064126
3907493,0,3.071099041617667
3120821,1,4.934430759537429
3677215,1,3.1312897693679522
3794370,0,4.885707818288132
2547034,0,2.283324393857394
3444894,0,2.0492341399839327
446118,1,2.9291392525084023
3726879,0,3.1703732781237517
3712392,0,1.9106525272973474
2938338,1,3.2178972556998247
3343506,0,1.3026574585299233
3462238,0,2.4285295978977186
2140860,1,4.848046980462634
913333,0,1.8349845206119595
