sample_id,z,y
1610092,0,0.8467130519457123
2451052,1,1.3173734203987268
1890826,0,0.5606157794357561
897540,0,1.0472878912070356
2143736,0,0.8801861995211733
3728951,0,1.6018035558139372
1914350,1,0.04618203532626464
3852113,0,0.7937983793259984
1398305,0,1.4555715761821366
1044403,0,0.15846536729514882
2891990,1,0.8438160340248755
3858825,0,1.4042449166771982
3307023,0,1.202498981194814
344456,0,0.8967559040834323
2845575,1,0.5416902993465701
1144125,0,1.3930394533187849
1204186,1,1.0323402798112484
478743,0,1.1434895684254998
482393,0,0.5978447152930995
3106472,0,1.2037255184776996
2421488,1,0.11413175418034271
251014,0,0.690344764192891
2748284,0,1.0230892282799953
3491843,0,1.006371478419795
2424085,1,1.0885904802248028
3701549,1,2.1659427664183224
897615,1,0.5109618095567863
2241941,0,0.4403288744738564
735726,0,0.7120009498005577
3695878,1,0.730697807409119
914714,1,0.9354347666971022
3268874,0,1.1420677277469529
843314,1,1.0835149223785188
2488383,0,0.9259926044601021
2208249,1,1.2919927418484929
3487034,1,0.4642149294717916
2684831,1,1.2763921413165666
3290288,0,1.7198570223123597
2693567,1,0.43102829870764264
3293973,0,0.7820074427953362
2680937,0,0.39823107685822046
336871,1,0.5418276864700311
3285774,0,0.5144699841029645
3181311,1,1.2828506438243892
3806658,1,0.8598205695380073
531594,1,0.5631198337229362
2428639,1,0.929216959583702
2750316,0,0.6561461843752077
620343,1,0.30873253249700217
1054634,0,0.7508502876377801
1790769,1,0.3079718655182373
2915922,0,0.9714697652247243
1519595,0,0.6868734708971052
2513247,1,0.671650771587633
3446492,0,1.3765626073592028
2992491,0,0.7888385594817947
3794294,1,1.03141030902068
2121188,0,1.1683780425641246
352052,0,1.1205825912381815
1112434,0,1.0711655679691003
2947699,1,0.6120690191808384
1322437,0,0.4008163518161719
3414579,1,2.160540057136805
1386205,1,0.8937847047799825
2894474,1,1.2988040737328548
250003,1,0.731161871336866
1156221,0,1.270191869305083
1665325,1,1.1658289012085226
2393234,1,1.3827956703684916
303399,0,1.218610028346074
519052,1,1.1817417284587388
997566,1,0.9144149465695073
1402308,0,1.1246859086527412
3498620,1,1.5245699210878518
3213460,1,0.9803041381439389
972741,0,0.7748676187564687
378992,1,0.19800825228802377
3119638,1,1.0095619608142925
546961,1,0.7716863378152967
2014523,1,0.4995224400245422
1266254,1,0.4211043052864927
3335561,1,0.7546478881001755
2592246,0,0.44582477033867307
2843686,0,0.9768075724714775
2442091,0,0.7225658483024042
2105548,0,1.1365191848196852
999492,0,1.5310791668093375
1205457,0,1.392919820456726
2721189,1,1.1788393131188242
3728532,0,1.0628478769962928
1397528,0,0.4485673443218201
997972,0,0.5054362916803928
1508381,0,0.32366034558361534
3869834,1,1.151693392070422
1484494,0,0.7146536476584218
648152,1,1.2315593898201445
3207294,0,1.2699619751511086
1873978,0,1.5778646520815955
388290,0,0.45475408271722034
302116,0,1.4168151805281055
3409214,0,0.8436954369479258
2602869,0,0.8303620457724739
2565806,1,0.9327720713929443
1266044,0,0.6973919100836425
3472922,1,0.607216272275336
2247089,0,0.8322512281202393
3753820,0,0.9684786465190681
2199298,0,0.6893633759095555
2634976,0,1.1687296328060515
3113864,0,0.29094692157022195
2721609,1,0.8199443000933363
2716950,0,1.0447794032511566
1381449,1,0.564933591768191
2287009,0,1.026045719375424
2249912,1,0.4846852234770648
2396236,1,0.8980935857882804
700730,0,0.8194696761007915
3431511,0,1.1209212273835243
2118443,0,1.4861549879198983
1495340,0,1.087816085274017
3893522,0,0.6823483565836908
2813200,0,0.6916722851986736
1555629,0,0.4712200225562184
987701,0,1.3322771262908573
2019348,0,1.0491761371656807
3751083,0,1.222610136230768
1727875,0,0.5182844914308931
2787423,0,0.5485167102163241
2395975,1,1.2242917817393963
679908,0,1.2662881887347324
2061703,0,0.5444220680744795
531164,0,1.4516209849816728
3949126,0,0.5788004628688938
2770163,1,0.7443466549215334
2865865,0,0.7290619962785745
2420233,1,1.0410850169846346
1482529,0,1.2702307011991194
2821588,0,1.057516403215354
3854401,0,1.5339076341771016
3652807,0,0.29234075475698384
1372043,1,0.9487382212430276
3468064,1,1.4779030833528697
1251763,0,1.214050486354495
359102,1,0.8631497093352496
3130365,1,0.7559068036209297
2738651,1,0.6505731713182541
3845425,1,0.7013882165926628
719803,0,0.6016812647795238
1693241,1,0.9078221887333775
385491,0,0.5087677292594951
2474329,0,1.2566449221326996
3253024,1,0.8614100755463825
1320854,0,1.2222901714715746
3234341,0,0.08870367591319694
408263,0,1.0799487109084682
1138549,0,0.9584036788135134
1698639,1,0.6838972353133677
1006066,1,0.0893240424194201
282439,1,1.2284812319792657
603386,1,0.678459455618607
3941925,0,1.1238371470488788
1067021,0,0.4485688815731799
2693424,0,0.7318060475632328
399882,1,0.717259713863513
3686430,0,0.7174392070219908
2604526,1,0.932396383448011
2673763,0,0.41322429732988086
224781,0,0.9286793079756966
2566048,1,1.5603076257081758
3250842,0,0.12857411687924525
1512202,1,1.0796734200354996
2014948,0,1.7785686886850414
1227447,0,0.9010775581374265
1507749,0,0.9717719306012871
3523118,0,1.1321279665461768
513597,0,0.7939426866764762
3356285,1,0.8694557304952604
1965408,1,1.8574033713854194
1032483,1,0.9360305905555446
1739758,0,0.9181500406154138
306660,0,1.5494746725776967
2258149,0,0.6821015121087003
1115882,1,1.1111062114532053
446111,0,1.0334936867745406
2677790,0,0.023437577224904138
1381624,0,1.4262870851798108
1713625,1,0.7457190413336399
431547,1,0.9651690973980976
3480807,1,0.7805951761419885
388513,0,1.3462503062270308
2149851,1,1.5422236979072763
967557,0,0.6271659093935105
308174,0,1.0636948488612539
672805,1,0.8583372072238168
269136,0,1.0932991229832028
492486,1,1.3575003803144166
2264244,0,0.4991808559755999
3216740,1,0.6294574021069061
2225253,1,1.3209626520597462
1292164,0,0.9130243979212255
2209745,0,1.1384200657319914
492387,1,1.2558406682742542
3500221,0,1.468457790965232
251288,0,1.3824581485950271
578941,1,1.1154459589732189
3423981,1,1.3822695813579802
931626,1,0.7025224670344346
947792,1,0.8857397925927629
1671037,0,0.7454017483921223
1471582,0,1.5223684648347868
1287632,1,0.7204145144769118
2442850,0,1.247757036747962
2526739,0,1.0346665997849334
1367227,0,0.9398162156077449
401165,0,1.4073865115805428
3778826,0,-0.05138839818841667
746966,1,1.0986183069204218
1636158,1,0.5594328122293984
281949,1,0.5240244799304028
2680047,0,0.8251749427141754
895264,0,1.2707468671212894
1833335,0,1.423547608357071
2932774,1,0.8039589594700904
2735158,0,0.9087211002629442
3705991,1,0.8236642892682962
2023536,1,0.6292273952640607
363193,0,0.8134674652145714
2766668,0,1.6324499425703047
979804,1,0.759288465843889
988277,0,1.3818152639330747
1128017,0,0.7523778925477531
1525060,1,1.415033056877532
1015726,0,0.7933351392458268
1525578,0,1.0798761414321023
3088898,0,1.50372106988256
3543635,0,1.0122741942015867
999875,1,1.2009868663903882
2512663,0,1.081041376915401
1068488,0,1.592201721188186
3441518,0,0.7825141091780717
3417890,0,1.4645815431266125
1533004,0,0.7035064540442311
392986,0,0.43826263334483545
3278330,0,0.9298649363018286
1632894,0,0.507980461156453
806801,1,0.4948075034888465
631987,0,0.41931989360016697
2004622,1,0.6340185319852294
1737685,1,1.0619000733118695
1159202,0,0.9289815172423714
218849,0,1.9176192665950706
469853,1,0.572114813038218
1161418,0,1.0077112383068507
1973900,0,0.9836014160188646
271702,0,0.8193702137569758
1067557,0,0.45300484487237236
3233527,1,1.38485060919087
1254824,0,0.9253980728597877
3893309,1,0.8133387080428205
3136167,0,1.0595041781079342
2192527,0,0.5460452747967751
2405701,1,0.015286770012131412
2839482,0,0.5374092040595158
1487790,0,0.7181296691586441
2792245,0,1.29221813234731
320473,1,0.2528548080385683
3904431,0,0.1387527763596762
3064672,0,0.5875835628419991
3071119,0,1.354095734004441
1726170,1,1.0104442771915543
1539447,0,0.8790870392612321
2709625,1,0.7010236771742695
2568751,1,1.0739817934180083
2054334,0,1.1245679303093077
473337,0,0.8100406836038883
1646509,1,1.0645798239059359
1643454,0,1.4397029138154955
737537,1,1.125605919600839
418507,1,0.9621813723809609
1006703,1,1.0041578393834085
867759,1,0.6382124524039992
3739853,1,0.7142662958369876
938284,1,1.0291162412694108
1976548,1,1.0460306382127331
