sample_id,y0,y1
1610092,0.8467130519457123,0.8678219265258206
2451052,1.2964066310286406,1.3173734203987268
1890826,0.5606157794357561,0.5817141251535212
897540,1.0472878912070356,1.0679124875891592
2143736,0.8801861995211733,0.9005321944009371
3728951,1.6018035558139372,1.6228249778373596
1914350,0.02527272543005099,0.04618203532626464
3852113,0.7937983793259984,0.8142588335246979
1398305,1.4555715761821366,1.476535647652101
1044403,0.15846536729514882,0.1704726959251709
2891990,0.8237192870443514,0.8438160340248755
3858825,1.4042449166771982,1.424828007151619
3307023,1.202498981194814,1.2224780034540195
344456,0.8967559040834323,0.9173445238095514
2845575,0.5214293615022892,0.5416902993465701
1144125,1.3930394533187849,1.414208681597684
1204186,1.0115662272387371,1.0323402798112484
478743,1.1434895684254998,1.1636165661290119
482393,0.5978447152930995,0.6176067191234418
3106472,1.2037255184776996,1.2288061728068889
2421488,0.09609302428887878,0.11413175418034271
251014,0.690344764192891,0.7021216864973521
2748284,1.0230892282799953,1.0428689488042675
3491843,1.006371478419795,1.0272807883160087
2424085,1.0675549575481733,1.0885904802248028
3701549,2.124747595705621,2.1659427664183224
897615,0.49084628902235056,0.5109618095567863
2241941,0.4403288744738564,0.4612870342184755
735726,0.7120009498005577,0.7321308244848337
3695878,0.7107216405707057,0.730697807409119
914714,0.915398109813498,0.9354347666971022
3268874,1.1420677277469529,1.161496163692583
843314,1.062965636635354,1.0835149223785188
2488383,0.9259926044601021,0.9461041097323679
2208249,1.2709105190648784,1.2919927418484929
3487034,0.4431296931662249,0.4642149294717916
2684831,1.255499581925098,1.2763921413165666
3290288,1.7198570223123597,1.739909660299136
2693567,0.4104623804234763,0.43102829870764264
3293973,0.7820074427953362,0.8019705426199865
2680937,0.39823107685822046,0.4192750342347087
336871,0.5214332770189687,0.5418276864700311
3285774,0.5144699841029645,0.5344299125562548
3181311,1.2623243353747062,1.2828506438243892
3806658,0.8389142480201764,0.8598205695380073
531594,0.5427434378712255,0.5631198337229362
2428639,0.9086388664546997,0.929216959583702
2750316,0.6561461843752077,0.6776891033444261
620343,0.2879397832809035,0.30873253249700217
1054634,0.7508502876377801,0.7712184185293394
1790769,0.28710349013695036,0.3079718655182373
2915922,0.9714697652247243,0.9923969896658474
1519595,0.6868734708971052,0.7068265144879946
2513247,0.6515281796579824,0.671650771587633
3446492,1.3765626073592028,1.3976940039154135
2992491,0.7888385594817947,0.8077516128868925
3794294,1.0114512425836577,1.03141030902068
2121188,1.1683780425641246,1.1889248739858007
352052,1.1205825912381815,1.1408175064453354
1112434,1.0711655679691003,1.0909934639279093
2947699,0.5911626976630076,0.6120690191808384
1322437,0.4008163518161719,0.42069875445326743
3414579,2.138454713766914,2.160540057136805
1386205,0.874711444344249,0.8937847047799825
2894474,1.2788510301419653,1.2988040737328548
250003,0.7103700201043509,0.731161871336866
1156221,1.270191869305083,1.2911781356552132
1665325,1.145248496505791,1.1658289012085226
2393234,1.361849823440683,1.3827956703684916
303399,1.218610028346074,1.238735018624853
519052,1.1616699079794648,1.1817417284587388
997566,0.8936420688322441,0.9144149465695073
1402308,1.1246859086527412,1.145311310232773
3498620,1.5033190671869894,1.5245699210878518
3213460,0.9599552349796533,0.9803041381439389
972741,0.7748676187564687,0.7954500675109941
378992,0.17783201589576447,0.19800825228802377
3119638,0.989248477081591,1.0095619608142925
546961,0.752060899752174,0.7716863378152967
2014523,0.4797455464366694,0.4995224400245422
1266254,0.4004995051573752,0.4211043052864927
3335561,0.7342658751226772,0.7546478881001755
2592246,0.44582477033867307,0.4663404989427872
2843686,0.9768075724714775,0.997752161672785
2442091,0.7225658483024042,0.742166079948277
2105548,1.1365191848196852,1.1565702937566322
999492,1.5310791668093375,1.552066919560739
1205457,1.392919820456726,1.4128643101465745
2721189,1.1582238872104547,1.1788393131188242
3728532,1.0628478769962928,1.0834675463987646
1397528,0.4485673443218201,0.47021353098803775
997972,0.5054362916803928,0.526199036285925
1508381,0.32366034558361534,0.3446718537505682
3869834,1.1320159666647418,1.151693392070422
1484494,0.7146536476584218,0.7355599691762527
648152,1.2111280582242208,1.2315593898201445
3207294,1.2699619751511086,1.2903697339332532
1873978,1.5778646520815955,1.597849705028621
388290,0.45475408271722034,0.47493031910947964
302116,1.4168151805281055,1.4361583908670572
3409214,0.8436954369479258,0.863773316126255
2602869,0.8303620457724739,0.8507625266673806
2565806,0.9117446392779919,0.9327720713929443
1266044,0.6973919100836425,0.7174714402972279
3472922,0.586705281859823,0.607216272275336
2247089,0.8322512281202393,0.852525274330871
3753820,0.9684786465190681,0.9890284149331178
2199298,0.6893633759095555,0.7089450235008449
2634976,1.1687296328060515,1.1889044402705076
3113864,0.29094692157022195,0.3117959293839734
2721609,0.7989997108920288,0.8199443000933363
2716950,1.0447794032511566,1.0653844254278728
1381449,0.5441719866260566,0.564933591768191
2287009,1.026045719375424,1.0452667901595127
2249912,0.46388322490750555,0.4846852234770648
2396236,0.8778573926739962,0.8980935857882804
700730,0.8194696761007915,0.8404092024116733
3431511,1.1209212273835243,1.1405997899922804
2118443,1.4861549879198983,1.5067318399889258
1495340,1.087816085274017,1.1092488024458347
3893522,0.6823483565836908,0.7024402456208627
2813200,0.6916722851986736,0.7122785447108275
1555629,0.4712200225562184,0.4915486004469294
987701,1.3322771262908573,1.3531406820383762
2019348,1.0491761371656807,1.0690202464153031
3751083,1.222610136230768,1.2444275439163524
1727875,0.5182844914308931,0.5387634712329443
2787423,0.5485167102163241,0.5608898530417895
2395975,1.2022604821252187,1.2242917817393963
679908,1.2662881887347324,1.2869809549703146
2061703,0.5444220680744795,0.565291921507135
531164,1.4516209849816728,1.4713761722205903
3949126,0.5788004628688938,0.6000924130940632
2770163,0.7237609777404541,0.7443466549215334
2865865,0.7290619962785745,0.746756209361118
2420233,1.0161330822689947,1.0410850169846346
1482529,1.2702307011991194,1.2910939243189647
2821588,1.057516403215354,1.079273999496679
3854401,1.5339076341771016,1.5541177239303794
3652807,0.29234075475698384,0.3124878761866493
1372043,0.9280291927566827,0.9487382212430276
3468064,1.4562588025378873,1.4779030833528697
1251763,1.214050486354495,1.2346623962367202
